id,character,reading,sound_elem,is_primary
7243,"嶆","조",,1
7244,"弔","조",,1
7245,"彫","조",,1
7246,"徂","조",,1
7247,"懆","조",,1
7248,"找","조",,1
7249,"措","조",,1
7250,"操","조",,1
7251,"早","조",,1
7252,"晀","조",,1
7253,"晁","조",,1
7254,"曹","조",,1
7255,"朝","조",,1
7256,"條","조",,1
7257,"棗","조",,1
7258,"槽","조",,1
7259,"殂","조",,1
7260,"漕","조",,1
7261,"潮","조",,1
7262,"澡","조",,1
7263,"照","조",,1
7264,"燥","조",,1
7265,"爪","조",,1
7266,"珇","조",,1
7267,"琱","조",,1
7268,"璪","조",,1
7269,"皁","조",,1
7270,"眺","조",,1
7271,"碉","조",,1
7272,"祖","조",,1
7273,"祚","조",,1
7274,"祧","조",,1
7275,"租","조",,1
7276,"稠","조",,1
7277,"窕","조",,1
7278,"竈","조",,1
7279,"笊","조",,1
7280,"粗","조",,1
7281,"糙","조",,1
7282,"糟","조",,1
7283,"糶","조",,1
7284,"組","조",,1
7285,"絛","조",,1
7286,"絩","조",,1
7287,"繰","조",,1
7288,"肇","조",,1
7289,"胙","조",,1
7290,"臊","조",,1
7291,"艚","조",,1
7292,"蔦","조",,1
7293,"藻","조",,1
7294,"蚤","조",,1
7295,"蜩","조",,1
7296,"覜","조",,1
7297,"詔","조",,1
7298,"誂","조",,1
7299,"調","조",,1
7300,"調","주",,0
7301,"譟","조",,1
7302,"躁","조",,1
7303,"造","조",,1
7304,"遭","조",,1
7305,"鄵","조",,1
7306,"釣","조",,1
7307,"鈟","조",,1
7308,"銚","조",,1
7309,"鋽","조",,1
7310,"阻","조",,1
7311,"雕","조",,1
7312,"鯛","조",,1
7313,"鳥","조",,1
7314,"鵰","조",,1
7315,"鼂","조",,1
7316,"族","족",,1
7317,"瘯","족",,1
7318,"簇","족",,1
7319,"足","족",,1
7320,"鏃","족",,1
7321,"存","존",,1
7322,"尊","존",,1
7323,"拵","존",,1
7324,"卒","졸",,1
7325,"拙","졸",,1
7326,"猝","졸",,1
7327,"伀","종",,1
7328,"倧","종",,1
7329,"堹","종",,1
7330,"孮","종",,1
7331,"宗","종",,1
7332,"嵏","종",,1
7333,"嵷","종",,1
7334,"嵸","종",,1
7335,"徖","종",,1
7336,"從","종",,1
7337,"悰","종",,1
7338,"慒","종",,1
7339,"慫","종",,1
7340,"柊","종",,1
7341,"棕","종",,1
7342,"椶","종",,1
7343,"樅","종",,1
7344,"淙","종",,1
7345,"潨","종",,1
7346,"潨","총",,0
7347,"炂","종",,1
7348,"煄","종",,1
7349,"琮","종",,1
7350,"瑽","종",,1
7351,"瘇","종",,1
7352,"種","종",,1
7353,"終","종",,1
7354,"綜","종",,1
7355,"縱","종",,1
7356,"腫","종",,1
7357,"螽","종",,1
7358,"褈","종",,1
7359,"褈","중",,0
7360,"踪","종",,1
7361,"踵","종",,1
7362,"蹤","종",,1
7363,"錝","종",,1
7364,"鍾","종",,1
7365,"鐘","종",,1
7366,"鬷","종",,1
7367,"佐","좌",,1
7368,"剉","좌",,1
7369,"坐","좌",,1
7370,"左","좌",,1
7371,"座","좌",,1
7372,"挫","좌",,1
7373,"痤","좌",,1
7374,"莝","좌",,1
7375,"髽","좌",,1
7376,"罪","죄",,1
7377,"丟","주",,1
7378,"主","주",,1
7379,"伷","주",,1
7380,"住","주",,1
7381,"侏","주",,1
7382,"侜","주",,1
7383,"做","주",,1
7384,"儔","주",,1
7385,"冑","주",,1
7386,"凑","주",,1
7387,"周","주",,1
7388,"呪","주",,1
7389,"咮","주",,1
7390,"嗾","주",,1
7391,"奏","주",,1
7392,"妵","주",,1
7393,"姝","주",,1
7394,"婤","주",,1
7395,"尌","주",,1
7396,"幬","주",,1
7397,"廚","주",,1
7398,"拄","주",,1
7399,"晝","주",,1
7400,"晭","주",,1
7401,"朱","주","木",1
7402,"株","주",,1
7403,"椆","주",,1
7404,"楱","주",,1
7405,"注","주",,1
7406,"洀","주",,1
7407,"洲","주",,1
7408,"淍","주",,1
7409,"澍","주",,1
7410,"炷","주",,1
7411,"燽","주",,1
7412,"珘","주",,1
7413,"疇","주",,1
7414,"皗","주",,1
7415,"睭","주",,1
7416,"硃","주",,1
7417,"籌","주",,1
7418,"籒","주",,1
7419,"粙","주",,1
7420,"紂","주",,1
7421,"紬","주",,1
7422,"紸","주",,1
7423,"絑","주",,1
7424,"綢","주",,1
7425,"胄","주",,1
7426,"腠","주",,1
7427,"舟","주",,1
7428,"蔟","주",,1
7429,"蛀","주",,1
7430,"蛛","주",,1
7431,"裯","주",,1
7432,"註","주",,1
7433,"詋","주",,1
7434,"誅","주",,1
7435,"賙","주",,1
7436,"走","주",,1
7437,"趎","주",,1
7438,"躊","주",,1
7439,"輈","주",,1
7440,"輖","주",,1
7441,"輳","주",,1
7442,"逎","주",,1
7443,"週","주",,1
7444,"遒","주",,1
7445,"邾","주",,1
7446,"酎","주",,1
7447,"酒","주",,1
7448,"鉒","주",,1
7449,"銂","주",,1
7450,"鑄","주",,1
7451,"霌","주",,1
7452,"霔","주",,1
7453,"駐","주",,1
7454,"麈","주",,1
7455,"鼄","주",,1
7456,"竹","죽",,1
7457,"粥","죽",,1
7458,"偆","준",,1
7459,"僔","준",,1
7460,"儁","준",,1
7461,"准","준",,1
7462,"凖","준",,1
7463,"埈","준",,1
7464,"埻","준",,1
7465,"墫","준",,1
7466,"夋","준",,1
7467,"寯","준",,1
7468,"嶟","준",,1
7469,"惷","준",,1
7470,"懏","준",,1
7471,"捘","준",,1
7472,"撙","준",,1
7473,"晙","준",,1
7474,"樽","준",,1
7475,"浚","준",,1
7476,"準","준",,1
7477,"濬","준",,1
7478,"焌","준",,1
7479,"畯","준",,1
7480,"皴","준",,1
7481,"睃","준",,1
7482,"稕","준",,1
7483,"竣","준",,1
7484,"竴","준",,1
7485,"綧","준",,1
7486,"罇","준",,1
7487,"葰","준",,1
7488,"蠢","준",,1
7489,"賐","준",,1
7490,"踆","준",,1
7491,"蹲","준",,1
7492,"迿","준",,1
7493,"逡","준",,1
7494,"鐏","준",,1
7495,"陖","준",,1
7496,"隼","준",,1
7497,"餕","준",,1
7498,"鱒","준",,1
7499,"鵔","준",,1
7500,"乼","줄",,1
7501,"茁","줄",,1
7502,"中","중",,1
7503,"仲","중",,1
7504,"眾","중",,1
7505,"緟","중",,1
7506,"衆","중",,1
7507,"重","중",,1
7508,"即","즉",,1
7509,"卽","즉",,1
7510,"喞","즉",,1
7511,"櫛","즐",,1
7512,"騭","즐",,1
7513,"楫","즙",,1
7514,"楫","집",,0
7515,"檝","즙",,1
7516,"汁","즙",,1
7517,"濈","즙",,1
7518,"濈","집",,0
7519,"葺","즙",,1
7520,"蕺","즙",,1
7521,"增","증",,1
7522,"嶒","증",,1
7523,"憎","증",,1
7524,"拯","증",,1
7525,"曾","증",,1
7526,"烝","증",,1
7527,"甑","증",,1
7528,"症","증",,1
7529,"矰","증",,1
7530,"繒","증",,1
7531,"罾","증",,1
7532,"蒸","증",,1
7533,"證","증",,1
7534,"贈","증",,1
7535,"鄫","증",,1
7536,"之","지",,1
7537,"劧","지",,1
7538,"厎","지",,1
7539,"只","지",,1
7540,"吱","지",,1
7541,"咫","지",,1
7542,"地","지",,1
7543,"址","지",,1
7544,"坁","지",,1
7545,"坻","지",,1
7546,"墀","지",,1
7547,"扺","지",,1
7548,"持","지",,1
7549,"指","지",,1
7550,"搘","지",,1
7551,"摯","지",,1
7552,"支","지",,1
7553,"旨","지",,1
7554,"杫","지",,1
7555,"枝","지",,1
7556,"枳","지",,1
7557,"榰","지",,1
7558,"止","지",,1
7559,"汥","지",,1
7560,"汦","지",,1
7561,"沚","지",,1
7562,"泜","지",,1
7563,"洔","지",,1
7564,"漬","지",,1
7565,"潪","지",,1
7566,"痣","지",,1
7567,"砥","지",,1
7568,"祉","지",,1
7569,"祗","지",,1
7570,"秖","지",,1
7571,"秪","지",,1
7572,"篪","지",,1
7573,"紙","지",,1
7574,"肢","지",,1
7575,"脂","지",,1
7576,"至","지",,1
7577,"臸","지",,1
7578,"舐","지",,1
7579,"芝","지",,1
7580,"芷","지",,1
7581,"蜘","지",,1
7582,"衹","지",,1
7583,"衼","지",,1
7584,"覟","지",,1
7585,"觗","지",,1
7586,"誌","지",,1
7587,"贄","지",,1
7588,"趾","지",,1
7589,"踟","지",,1
7590,"躓","지",,1
7591,"軹","지",,1
7592,"遲","지",,1
7593,"鋕","지",,1
7594,"阯","지",,1
7595,"馶","지",,1
7596,"鮨","지",,1
7597,"鳷","지",,1
7598,"鷙","지",,1
7599,"直","직",,1
7600,"禝","직",,1
7601,"稙","직",,1
7602,"稷","직",,1
7603,"織","직",,1
7604,"職","직",,1
7605,"侲","진",,1
7606,"儘","진",,1
7607,"唇","진",,1
7608,"嗔","진",,1
7609,"塵","진",,1
7610,"尽","진",,1
7611,"抮","진",,1
7612,"搢","진",,1
7613,"搸","진",,1
7614,"敐","진",,1
7615,"敒","진",,1
7616,"敶","진",,1
7617,"昣","진",,1
7618,"晉","진",,1
7619,"枃","진",,1
7620,"桭","진",,1
7621,"榛","진",,1
7622,"槇","진",,1
7623,"殄","진",,1
7624,"津","진",,1
7625,"溍","진",,1
7626,"溱","진",,1
7627,"珎","진",,1
7628,"珒","진",,1
7629,"瑨","진",,1
7630,"瑱","진",,1
7631,"璡","진",,1
7632,"畛","진",,1
7633,"疹","진",,1
7634,"盡","진",,1
7635,"眕","진",,1
7636,"真","진",,1
7637,"眹","진",,1
7638,"瞋","진",,1
7639,"禛","진",,1
7640,"秦","진",,1
7641,"稹","진",,1
7642,"紾","진",,1
7643,"縉","진",,1
7644,"縝","진",,1
7645,"聄","진",,1
7646,"胗","진",,1
7647,"臻","진",,1
7648,"蓁","진",,1
7649,"蔯","진",,1
7650,"螴","진",,1
7651,"袗","진",,1
7652,"裖","진",,1
7653,"診","진",,1
7654,"誫","진",,1
7655,"賑","진",,1
7656,"趁","진",,1
7657,"軫","진",,1
7658,"轃","진",,1
7659,"進","진",,1
7660,"鉁","진",,1
7661,"鎭","진",,1
7662,"陣","진",,1
7663,"陳","진",,1
7664,"震","진",,1
7665,"靕","진",,1
7666,"鬒","진",,1
7667,"侄","질",,1
7668,"叱","질",,1
7669,"垤","질",,1
7670,"姪","질",,1
7671,"嫉","질",,1
7672,"帙","질",,1
7673,"晊","질",,1
7674,"桎","질",,1
7675,"瓆","질",,1
7676,"疾","질",,1
7677,"秩","질",,1
7678,"窒","질",,1
7679,"絰","질",,1
7680,"膣","질",,1
7681,"蒺","질",,1
7682,"蛭","질",,1
7683,"質","질",,1
7684,"跌","질",,1
7685,"迭","질",,1
7686,"郅","질",,1
7687,"鑕","질",,1
7688,"斟","짐",,1
7689,"朕","짐",,1
7690,"鴆","짐",,1
7691,"卙","집",,1
7692,"咠","집",,1
7693,"執","집",,1
7694,"戢","집",,1
7695,"潗","집",,1
7696,"緝","집",,1
7697,"輯","집",,1
7698,"鏶","집",,1
7699,"集","집",,1
7700,"徵","징",,1
7701,"懲","징",,1
7702,"澂","징",,1
7703,"澄","징",,1
7704,"瀓","징",,1
7705,"癥","징",,1
7706,"瞪","징",,1
7707,"且","차",,1
7708,"佽","차",,1
7709,"侘","차",,1
7710,"借","차",,1
7711,"叉","차",,1
7712,"嗟","차",,1
7713,"姹","차",,1
7714,"岔","차",,1
7715,"嵯","차",,1
7716,"差","차",,1
7717,"徣","차",,1
7718,"扠","차",,1
7719,"挓","차",,1
7720,"槎","차",,1
7721,"次","차",,1
7722,"此","차",,1
7723,"瑳","차",,1
7724,"硨","차",,1
7725,"磋","차",,1
7726,"箚","차",,1
7727,"蹉","차",,1
7728,"遮","차",,1
7729,"鎈","차",,1
7730,"鹺","차",,1
7731,"戳","착",,1
7732,"捉","착",,1
7733,"搾","착",,1
7734,"擉","착",,1
7735,"斲","착",,1
7736,"着","착",,1
7737,"窄","착",,1
7738,"錯","착",,1
7739,"鑿","착",,1
7740,"齪","착",,1
7741,"儧","찬",,1
7742,"儹","찬",,1
7743,"劗","찬",,1
7744,"巑","찬",,1
7745,"撰","찬",,1
7746,"攛","찬",,1
7747,"攢","찬",,1
7748,"欑","찬",,1
7749,"澯","찬",,1
7750,"灒","찬",,1
7751,"爨","찬",,1
7752,"璨","찬",,1
7753,"瓚","찬",,1
7754,"穳","찬",,1
7755,"竄","찬",,1
7756,"篡","찬",,1
7757,"簒","찬",,1
7758,"纂","찬",,1
7759,"纘","찬",,1
7760,"讃","찬",,1
7761,"賛","찬",,1
7762,"贊","찬",,1
7763,"趲","찬",,1
7764,"酇","찬",,1
7765,"鑽","찬",,1
7766,"餐","찬",,1
7767,"饌","찬",,1
7768,"刹","찰",,1
7769,"察","찰",,1
7770,"扎","찰",,1
7771,"擦","찰",,1
7772,"札","찰",,1
7773,"紮","찰",,1
7774,"僭","참",,1
7775,"儳","참",,1
7776,"塹","참",,1
7777,"嶄","참",,1
7778,"巉","참",,1
7779,"慘","참",,1
7780,"慙","참",,1
7781,"慚","참",,1
7782,"憯","참",,1
7783,"懺","참",,1
7784,"攙","참",,1
7785,"斬","참",,1
7786,"旵","참",,1
7787,"槧","참",,1
7788,"欃","참",,1
7789,"毚","참",,1
7790,"站","참",,1
7791,"譖","참",,1
7792,"讒","참",,1
7793,"讖","참",,1
7794,"鏨","참",,1
7795,"鑱","참",,1
7796,"饞","참",,1
7797,"驂","참",,1
7798,"黲","참",,1
7799,"倀","창",,1
7800,"倉","창",,1
7801,"倡","창",,1
7802,"傖","창",,1
7803,"凔","창",,1
7804,"刱","창",,1
7805,"創","창",,1
7806,"唱","창",,1
7807,"娼","창",,1
7808,"嵢","창",,1
7809,"廠","창",,1
7810,"彰","창",,1
7811,"悵","창",,1
7812,"惝","창",,1
7813,"愴","창",,1
7814,"戧","창",,1
7815,"搶","창",,1
7816,"敞","창",,1
7817,"昌","창",,1
7818,"昶","창",,1
7819,"晿","창",,1
7820,"暢","창",,1
7821,"槍","창",,1
7822,"氅","창",,1
7823,"淌","창",,1
7824,"淐","창",,1
7825,"滄","창",,1
7826,"漲","창",,1
7827,"猖","창",,1
7828,"琩","창",,1
7829,"瑒","창",,1
7830,"瑒","탕",,0
7831,"瑲","창",,1
7832,"畼","창",,1
7833,"瘡","창",,1
7834,"窓","창",,1
7835,"窗","창",,1
7836,"脹","창",,1
7837,"艙","창",,1
7838,"菖","창",,1
7839,"蒼","창",,1
7840,"誯","창",,1
7841,"蹌","창",,1
7842,"鋹","창",,1
7843,"錩","창",,1
7844,"閶","창",,1
7845,"鬯","창",,1
7846,"鶬","창",,1
7847,"債","채",,1
7848,"埰","채",,1
7849,"婇","채",,1
7850,"寀","채",,1
7851,"寨","채",,1
7852,"彩","채",,1
7853,"採","채",,1
7854,"棌","채",,1
7855,"琗","채",,1
7856,"睬","채",,1
7857,"砦","채",,1
7858,"綵","채",,1
7859,"茝","채",,1
7860,"菜","채",,1
7861,"蔡","채",,1
7862,"責","채",,1
7863,"責","책",,0
7864,"采","채",,1
7865,"釵","채",,1
7866,"冊","책",,1
7867,"册","책",,1
7868,"嘖","책",,1
7869,"幘","책",,1
7870,"柵","책",,1
7871,"磔","책",,1
7872,"笧","책",,1
7873,"策","책",,1
7874,"簀","책",,1
7875,"蚱","책",,1
7876,"凄","처",,1
7877,"処","처",,1
7878,"妻","처",,1
7879,"悽","처",,1
7880,"淒","처",,1
7881,"竌","처",,1
7882,"萋","처",,1
7883,"處","처",,1
7884,"覷","처",,1
7885,"郪","처",,1
7886,"倜","척",,1
7887,"剔","척",,1
7888,"坧","척",,1
7889,"塉","척",,1
7890,"墌","척",,1
7891,"尺","척",,1
7892,"惕","척",,1
7893,"慼","척",,1
7894,"慽","척",,1
7895,"戚","척",,1
7896,"拓","척",,1
7897,"拓","탁",,0
7898,"捗","척",,1
7899,"摭","척",,1
7900,"擲","척",,1
7901,"斥","척",,1
7902,"滌","척",,1
7903,"瘠","척",,1
7904,"硩","척",,1
7905,"硩","철",,0
7906,"脊","척",,1
7907,"蜴","척",,1
7908,"跖","척",,1
7909,"蹠","척",,1
7910,"躑","척",,1
7911,"陟","척",,1
7912,"隻","척",,1
7913,"仟","천",,1
7914,"俴","천",,1
7915,"倩","천",,1
7916,"僢","천",,1
7917,"儃","천",,1
7918,"千","천",,1
7919,"喘","천",,1
7920,"天","천",,1
7921,"川","천",,1
7922,"擅","천",,1
7923,"洊","천",,1
7924,"淺","천",,1
7925,"濺","천",,1
7926,"灛","천",,1
7927,"灥","천",,1
7928,"玔","천",,1
7929,"祆","천",,1
7930,"穿","천",,1
7931,"臶","천",,1
7932,"舛","천",,1
7933,"芊","천",,1
7934,"茜","천",,1
7935,"荐","천",,1
7936,"蒨","천",,1
7937,"蕆","천",,1
7938,"薦","천",,1
7939,"賤","천",,1
7940,"踐","천",,1
7941,"辿","천",,1
7942,"遷","천",,1
7943,"釧","천",,1
7944,"闡","천",,1
7945,"阡","천",,1
7946,"靝","천",,1
7947,"韆","천",,1
7948,"凸","철",,1
7949,"剟","철",,1
7950,"啜","철",,1
7951,"喆","철",,1
7952,"埑","철",,1
7953,"徹","철",,1
7954,"悊","철",,1
7955,"惙","철",,1
7956,"掇","철",,1
7957,"撤","철",,1
7958,"歠","철",,1
7959,"烲","철",,1
7960,"瞮","철",,1
7961,"綴","철",,1
7962,"輟","철",,1
7963,"轍","철",,1
7964,"鉄","철",,1
7965,"銕","철",,1
7966,"錣","철",,1
7967,"飻","철",,1
7968,"餮","철",,1
7969,"驖","철",,1
7970,"僉","첨",,1
7971,"尖","첨",,1
7972,"幨","첨",,1
7973,"忝","첨",,1
7974,"惉","첨",,1
7975,"檐","첨",,1
7976,"櫼","첨",,1
7977,"沾","첨",,1
7978,"添","첨",,1
7979,"瀸","첨",,1
7980,"甛","첨",,1
7981,"甜","첨",,1
7982,"瞻","첨",,1
7983,"簷","첨",,1
7984,"簽","첨",,1
7985,"籤","첨",,1
7986,"襜","첨",,1
7987,"詹","첨",,1
7988,"諂","첨",,1
7989,"倢","첩",,1
7990,"呫","첩",,1
7991,"喋","첩",,1
7992,"堞","첩",,1
7993,"妾","첩",,1
7994,"婕","첩",,1
7995,"帖","첩",,1
7996,"怗","첩",,1
7997,"捷","첩",,1
7998,"牒","첩",,1
7999,"疊","첩",,1
8000,"睫","첩",,1
8001,"褺","첩",,1
8002,"諜","첩",,1
8003,"貼","첩",,1
8004,"輒","첩",,1
8005,"凊","청",,1
8006,"圊","청",,1
8007,"廳","청",,1
8008,"晴","청",,1
8009,"淸","청",,1
8010,"清","청",,1
8011,"聽","청",,1
8012,"菁","청",,1
8013,"蜻","청",,1
8014,"請","청",,1
8015,"靑","청",,1
8016,"青","청",,1
8017,"鯖","청",,1
8018,"鶄","청",,1
8019,"剃","체",,1
8020,"崹","체",,1
8021,"彘","체",,1
8022,"摰","체",,1
8023,"替","체",,1
8024,"杕","체",,1
8025,"杕","타",,0
8026,"棣","체",,1
8027,"殢","체",,1
8028,"涕","체",,1
8029,"滯","체",,1
8030,"玼","체",,1
8031,"砌","체",,1
8032,"締","체",,1
8033,"蒂","체",,1
8034,"蔕","체",,1
8035,"諦","체",,1
8036,"逮","체",,1
8037,"遞","체",,1
8038,"釱","체",,1
8039,"靆","체",,1
8040,"體","체",,1
8041,"髰","체",,1
8042,"俏","초",,1
8043,"偢","초",,1
8044,"僬","초",,1
8045,"初","초",,1
8046,"剿","초",,1
8047,"勦","초",,1
8048,"哨","초",,1
8049,"噍","초",,1
8050,"妱","초",,1
8051,"嫶","초",,1
8052,"岧","초",,1
8053,"峭","초",,1
8054,"嶕","초",,1
8055,"怊","초",,1
8056,"悄","초",,1
8057,"愀","초",,1
8058,"憔","초",,1
8059,"抄","초",,1
8060,"招","초",,1
8061,"杪","초",,1
8062,"梢","초",,1
8063,"椒","초",,1
8064,"楚","초",,1
8065,"樵","초",,1
8066,"欩","초",,1
8067,"濋","초",,1
8068,"灱","초",,1
8069,"灱","효",,0
8070,"炒","초",,1
8071,"焦","초",,1
8072,"燋","초",,1
8073,"硝","초",,1
8074,"礁","초",,1
8075,"礎","초",,1
8076,"祒","초",,1
8077,"秒","초",,1
8078,"稍","초",,1
8079,"綃","초",,1
8080,"耖","초",,1
8081,"肖","초",,1
8082,"艸","초",,1
8083,"苕","초",,1
8084,"草","초",,1
8085,"蕉","초",,1
8086,"誚","초",,1
8087,"譙","초",,1
8088,"貂","초",,1
8089,"超","초",,1
8090,"趠","초",,1
8091,"軺","초",,1
8092,"迢","초",,1
8093,"酢","초",,1
8094,"醋","초",,1
8095,"醮","초",,1
8096,"釥","초",,1
8097,"鈔","초",,1
8098,"鍫","초",,1
8099,"鍬","초",,1
8100,"陗","초",,1
8101,"鞘","초",,1
8102,"顦","초",,1
8103,"髫","초",,1
8104,"鷦","초",,1
8105,"齠","초",,1
8106,"促","촉",,1
8107,"囑","촉",,1
8108,"曯","촉",,1
8109,"燭","촉",,1
8110,"爥","촉",,1
8111,"矗","촉",,1
8112,"矚","촉",,1
8113,"薥","촉",,1
8114,"蜀","촉",,1
8115,"觸","촉",,1
8116,"躅","촉",,1
8117,"髑","촉",,1
8118,"吋","촌",,1
8119,"寸","촌",,1
8120,"忖","촌",,1
8121,"村","촌",,1
8122,"邨","촌",,1
8123,"冢","총",,1
8124,"叢","총",,1
8125,"塚","총",,1
8126,"寵","총",,1
8127,"悤","총",,1
8128,"憁","총",,1
8129,"摠","총",,1
8130,"漎","총",,1
8131,"総","총",,1
8132,"總","총",,1
8133,"聡","총",,1
8134,"聰","총",,1
8135,"葱","총",,1
8136,"蓯","총",,1
8137,"蔥","총",,1
8138,"銃","총",,1
8139,"鏦","총",,1
8140,"驄","총",,1
8141,"撮","촬",,1
8142,"催","최",,1
8143,"嘬","최",,1
8144,"摧","최",,1
8145,"最","최",,1
8146,"榱","최",,1
8147,"漼","최",,1
8148,"璀","최",,1
8149,"磪","최",,1
8150,"縗","최",,1
8151,"脧","최",,1
8152,"僦","추",,1
8153,"啾","추",,1
8154,"埾","추",,1
8155,"墜","추",,1
8156,"娵","추",,1
8157,"帚","추",,1
8158,"怞","추",,1
8159,"惆","추",,1
8160,"抽","추",,1
8161,"捶","추",,1
8162,"推","추",,1
8163,"揂","추",,1
8164,"揪","추",,1
8165,"揫","추",,1
8166,"搥","추",,1
8167,"椎","추",,1
8168,"楸","추",,1
8169,"樞","추",,1
8170,"湫","추",,1
8171,"甃","추",,1
8172,"瘳","추",,1
8173,"皺","추",,1
8174,"箠","추",,1
8175,"簉","추",,1
8176,"縋","추",,1
8177,"縐","추",,1
8178,"芻","추",,1
8179,"萩","추",,1
8180,"蒭","추",,1
8181,"諏","추",,1
8182,"趨","추",,1
8183,"追","추",,1
8184,"鄒","추",,1
8185,"酋","추",,1
8186,"醜","추",,1
8187,"錐","추",,1
8188,"錘","추",,1
8189,"鎚","추",,1
8190,"陬","추",,1
8191,"隹","추",,1
8192,"雛","추",,1
8193,"鞦","추",,1
8194,"騅","추",,1
8195,"騶","추",,1
8196,"魋","추",,1
8197,"鰌","추",,1
8198,"鰍","추",,1
8199,"鵻","추",,1
8200,"鶖","추",,1
8201,"鶵","추",,1
8202,"麤","추",,1
8203,"龝","추",,1
8204,"丑","축",,1
8205,"妯","축",,1
8206,"畜","축",,1
8207,"祝","축",,1
8208,"竺","축",,1
8209,"筑","축",,1
8210,"築","축",,1
8211,"縮","축",,1
8212,"舳","축",,1
8213,"蓄","축",,1
8214,"豖","축",,1
8215,"蹙","축",,1
8216,"蹜","축",,1
8217,"蹴","축",,1
8218,"軸","축",,1
8219,"逐","축",,1
8220,"鼀","축",,1
8221,"媋","춘",,1
8222,"杶","춘",,1
8223,"椿","춘",,1
8224,"瑃","춘",,1
8225,"賰","춘",,1
8226,"出","출",,1
8227,"朮","출",,1
8228,"秫","출",,1
8229,"黜","출",,1
8230,"充","충",,1
8231,"冲","충",,1
8232,"忠","충",,1
8233,"忡","충",,1
8234,"沖","충",,1
8235,"漴","충",,1
8236,"珫","충",,1
8237,"虫","충",,1
8238,"蟲","충",,1
8239,"衝","충",,1
8240,"衷","충",,1
8241,"悴","췌",,1
8242,"惴","췌",,1
8243,"揣","췌",,1
8244,"瘁","췌",,1
8245,"膵","췌",,1
8246,"萃","췌",,1
8247,"贅","췌",,1
8248,"顇","췌",,1
8249,"冣","취",,1
8250,"取","취",,1
8251,"吹","취",,1
8252,"嘴","취",,1
8253,"娶","취",,1
8254,"就","취",,1
8255,"橇","취",,1
8256,"毳","취",,1
8257,"炊","취",,1
8258,"翠","취",,1
8259,"聚","취",,1
8260,"脆","취",,1
8261,"臭","취",,1
8262,"趣","취",,1
8263,"醉","취",,1
8264,"驟","취",,1
8265,"鷲","취",,1
8266,"仄","측",,1
8267,"側","측",,1
8268,"厠","측",,1
8269,"廁","측",,1
8270,"惻","측",,1
8271,"昃","측",,1
8272,"測","측",,1
8273,"層","층",,1
8274,"侈","치",,1
8275,"値","치",,1
8276,"卮","치",,1
8277,"卶","치",,1
8278,"哆","치",,1
8279,"嗤","치",,1
8280,"寘","치",,1
8281,"峙","치",,1
8282,"幟","치",,1
8283,"恀","치",,1
8284,"恥","치",,1
8285,"梔","치",,1
8286,"治","치",,1
8287,"淄","치",,1
8288,"熾","치",,1
8289,"畤","치",,1
8290,"痓","치",,1
8291,"痔","치",,1
8292,"痴","치",,1
8293,"癡","치",,1
8294,"稚","치",,1
8295,"穉","치",,1
8296,"絺","치",,1
8297,"緇","치",,1
8298,"緻","치",,1
8299,"置","치",,1
8300,"致","치",,1
8301,"菑","치",,1
8302,"薙","치",,1
8303,"蚩","치",,1
8304,"褫","치",,1
8305,"豸","치",,1
8306,"跱","치",,1
8307,"輜","치",,1
8308,"郗","치",,1
8309,"錙","치",,1
8310,"阤","치",,1
8311,"雉","치",,1
8312,"馳","치",,1
8313,"鯔","치",,1
8314,"鴙","치",,1
8315,"鴟","치",,1
8316,"鵄","치",,1
8317,"齒","치",,1
8318,"則","칙",,1
8319,"勅","칙",,1
8320,"敕","칙",,1
8321,"飭","칙",,1
8322,"嚫","친",,1
8323,"櫬","친",,1
8324,"襯","친",,1
8325,"親","친",,1
8326,"七","칠",,1
8327,"柒","칠",,1
8328,"漆","칠",,1
8329,"侵","침",,1
8330,"寖","침",,1
8331,"寢","침",,1
8332,"忱","침",,1
8333,"枕","침",,1
8334,"椹","침",,1
8335,"浸","침",,1
8336,"琛","침",,1
8337,"砧","침",,1
8338,"賝","침",,1
8339,"郴","침",,1
8340,"針","침",,1
8341,"鋟","침",,1
8342,"鍼","침",,1
8343,"駸","침",,1
8344,"蟄","칩",,1
8345,"秤","칭",,1
8346,"稱","칭",,1
8347,"噲","쾌",,1
8348,"夬","쾌",,1
8349,"快","쾌",,1
8350,"他","타",,1
8351,"佗","타",,1
8352,"咤","타",,1
8353,"唾","타",,1
8354,"坨","타",,1
8355,"墮","타",,1
8356,"奼","타",,1
8357,"妥","타",,1
8358,"惰","타",,1
8359,"打","타",,1
8360,"拕","타",,1
8361,"拖","타",,1
8362,"朶","타",,1
8363,"柁","타",,1
8364,"桗","타",,1
8365,"楕","타",,1
8366,"橢","타",,1
8367,"沱","타",,1
8368,"舵","타",,1
8369,"詑","타",,1
8370,"詫","타",,1
8371,"跎","타",,1
8372,"躱","타",,1
8373,"陀","타",,1
8374,"馱","타",,1
8375,"駝","타",,1
8376,"駞","타",,1
8377,"鮀","타",,1
8378,"鴕","타",,1
8379,"鼉","타",,1
8380,"倬","탁",,1
8381,"卓","탁",,1
8382,"啄","탁",,1
8383,"坼","탁",,1
8384,"托","탁",,1
8385,"拆","탁",,1
8386,"擢","탁",,1
8387,"晫","탁",,1
8388,"柝","탁",,1
8389,"槖","탁",,1
8390,"橐","탁",,1
8391,"沰","탁",,1
